Dataset,Row,Col,Accuracy_A,Accuracy_B,Accuracy_D,Loss_A,Loss_B,Loss_D,Validation_Accuracy_A,Validation_Accuracy_B,Validation_Accuracy_D,Validation_Loss_A,Validation_Loss_B,Validation_Loss_D,Delta_Training_Accuracy,Delta_Validation_Accuracy,Delta_Training_Loss,Delta_Validation_Loss,ARI
AP_Colon_Prostate.csv,355,10935,1.0,1.0,1.0,0.0295545421540737,0.0123899457976222,0.0076307947747409,0.9577464788732394,0.9577464788732394,0.9577464788732394,0.1644797623157501,0.183974027633667,0.213592454791069,Same,Same,Decreased,Increased,0
AP_Endometrium_Colon.csv,347,10935,1.0,1.0,1.0,0.039243746548891,0.009346735663712,0.0083229839801788,0.9285714285714286,0.9428571428571428,0.9285714285714286,0.1646491885185241,0.1762085109949112,0.1620934307575225,Same,Decreased,Decreased,Decreased,0
AP_Endometrium_Kidney.csv,321,10935,1.0,1.0,1.0,0.0105803459882736,0.0023950550239533,0.0021599519532173,0.9846153846153848,0.9846153846153848,1.0,0.0431022718548774,0.0171235185116529,0.0094432309269905,Same,Increased,Decreased,Decreased,0
AP_Endometrium_Omentum.csv,138,10935,0.9818181818181818,0.9818181818181818,0.8636363636363636,0.1724012345075607,0.0989893451333046,0.4323683083057403,0.9285714285714286,0.9285714285714286,0.5,0.2738265991210937,0.2221167534589767,28.90037727355957,Decreased,Decreased,Increased,Increased,0
AP_Lung_Kidney.csv,386,10935,1.0,1.0,1.0,0.0164874196052551,0.003532932838425,0.0034451198298484,0.9871794871794872,0.9871794871794872,1.0,0.0369340032339096,0.0222383886575698,0.0085564889013767,Same,Increased,Decreased,Decreased,0
AP_Lung_Uterus.csv,250,10935,0.99,0.99,0.99,0.0594685934484005,0.0406905747950077,0.039075031876564,0.92,0.92,0.92,0.2539634704589844,0.2684021890163421,0.2777590155601501,Same,Same,Decreased,Increased,0
AP_Omentum_Ovary.csv,275,10935,1.0,1.0,1.0,0.0817663371562957,0.0408680252730846,0.039423182606697,0.8181818181818182,0.8363636363636363,0.8,0.476306676864624,0.4762362539768219,0.5470816493034363,Same,Decreased,Decreased,Increased,0
AP_Ovary_Lung.csv,324,10935,0.9922779922779924,0.9922779922779924,0.9768339768339768,0.0677706599235534,0.0406279414892196,0.1739483922719955,0.9076923076923076,0.953846153846154,0.5846153846153846,0.202268362045288,0.2131790071725845,38.57592391967773,Decreased,Decreased,Increased,Increased,0
AP_Prostate_Lung.csv,195,10935,1.0,1.0,1.0,0.0010470581473782,1.5002963664301204e-05,8.878542575985193e-05,1.0,1.0,1.0,0.0010343523463234,1.2763017366523854e-05,0.0001601506664883,Same,Same,Increased,Increased,0
AP_Uterus_Kidney.csv,384,10935,1.0,1.0,1.0,0.0216236151754856,0.005618292838335,0.0063012144528329,0.948051948051948,0.961038961038961,0.948051948051948,0.1554636508226394,0.1687506139278412,0.2098062485456466,Same,Decreased,Increased,Increased,0
CastMetal1.csv,327,37,0.8773946360153256,0.8773946360153256,0.8697318007662835,0.2954038977622986,0.2665458023548126,0.3354974389076233,0.8636363636363636,0.8787878787878788,0.8636363636363636,0.3084681630134582,0.3197280764579773,0.45279261469841,Decreased,Decreased,Increased,Increased,0
CostaMadre1.csv,296,37,0.9110169491525424,0.9067796610169492,0.902542372881356,0.2630895376205444,0.2462037205696106,0.2826376259326935,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.3429811596870422,0.3418112993240356,0.3707067370414734,Decreased,Same,Increased,Increased,0
KungChi3.csv,123,39,0.8673469387755102,0.9081632653061223,0.9081632653061223,0.4949846863746643,0.3924014866352081,0.3708054423332214,0.76,0.72,0.84,0.562006950378418,0.5275627374649048,0.4446595907211303,Same,Increased,Decreased,Decreased,0
MeanWhile1.csv,253,37,0.915841584158416,0.915841584158416,0.9207920792079208,0.2574861645698547,0.2364466041326522,0.2320875823497772,0.803921568627451,0.803921568627451,0.803921568627451,0.4619887471199035,0.4675348997116089,0.4516392052173614,Increased,Same,Decreased,Decreased,0
MegaWatt1.csv,253,37,0.915841584158416,0.915841584158416,0.915841584158416,0.2515183985233307,0.2280670255422592,0.2760272324085235,0.803921568627451,0.803921568627451,0.803921568627451,0.4674141108989715,0.5054015517234802,0.493476539850235,Same,Same,Increased,Decreased,0
MindCave2.csv,125,39,0.74,0.74,0.75,0.5771839618682861,0.5435529351234436,0.5473350882530212,0.8,0.88,0.88,0.5392764806747437,0.5127219557762146,0.445608377456665,Increased,Same,Increased,Decreased,0
SPECTF.csv,349,44,0.942652329749104,0.967741935483871,0.9390681003584228,0.1887080669403076,0.1258056461811065,0.184107020497322,0.8285714285714286,0.8571428571428571,0.8142857142857143,0.3396863639354706,0.2621925175189972,0.3136537075042724,Decreased,Decreased,Increased,Increased,0
acute-inflammations.csv,120,6,1.0,1.0,0.9270833333333334,0.0038850989658385,0.0001670684287091,0.1748411059379577,1.0,1.0,0.875,0.0036845814902335,0.0001489634305471,0.2739410400390625,Decreased,Decreased,Increased,Increased,0
analcatdata_boxing1.csv,120,3,0.6875,0.6875,0.6875,0.659047544002533,0.6035029888153076,0.6486287117004395,0.5833333333333334,0.6666666666666666,0.7916666666666666,0.6791990399360657,0.640786349773407,0.6385250687599182,Same,Increased,Increased,Decreased,0
analcatdata_boxing2.csv,132,3,0.580952380952381,0.638095238095238,0.6857142857142857,0.6694846749305725,0.6585090756416321,0.624343991279602,0.7407407407407407,0.7777777777777778,0.7777777777777778,0.6162281632423401,0.6109912395477295,0.5654157996177673,Increased,Same,Decreased,Decreased,0
analcatdata_challenger.csv,138,2,0.9181818181818182,0.9181818181818182,0.9181818181818182,0.2598269581794739,0.2573871314525604,0.2792157530784607,1.0,1.0,1.0,0.0842128172516822,0.0776044130325317,0.0903323218226432,Same,Same,Increased,Increased,0
analcatdata_chlamydia.csv,100,3,0.9,0.8625,0.8625,0.3358154594898224,0.2960309982299804,0.2707365453243255,0.75,0.7,0.75,0.4797739386558532,0.4705498218536377,0.5226426720619202,Same,Increased,Decreased,Increased,0
analcatdata_creditscore.csv,100,6,0.8875,0.95,0.8625,0.2821618914604187,0.1736823618412017,0.3030785918235779,0.9,0.95,0.9,0.2556442320346832,0.1655012518167495,0.2435801923274994,Decreased,Decreased,Increased,Increased,0
analcatdata_lawsuit.csv,264,4,0.95260663507109,0.957345971563981,0.957345971563981,0.1003353968262672,0.0884098932147026,0.0996471941471099,0.9056603773584906,0.9056603773584906,0.9056603773584906,0.183554857969284,0.1716783046722412,0.1477105617523193,Same,Same,Increased,Decreased,0
analcatdata_michiganacc.csv,108,3,0.7558139534883721,0.7790697674418605,0.6976744186046512,0.5249560475349426,0.5152010321617126,0.5640419125556946,0.6818181818181818,0.7272727272727273,0.6363636363636364,0.5288800597190857,0.5226560235023499,0.5628167390823364,Decreased,Decreased,Increased,Increased,0
analcatdata_neavote.csv,100,2,0.95,0.95,0.6125,0.2274332344532013,0.216142937541008,8.448994636535645,0.85,0.85,0.35,0.4151490330696106,0.4196228384971618,18.075977325439453,Decreased,Decreased,Increased,Increased,0
analcatdata_reviewer.csv,274,1,0.639269406392694,0.639269406392694,0.639269406392694,0.6574537754058838,0.6551249623298645,0.6591478586196899,0.6,0.6,0.6,0.6677057147026062,0.6658942699432373,0.6624627709388733,Same,Same,Increased,Decreased,0
analcatdata_seropositive.csv,132,3,0.9428571428571428,0.9714285714285714,0.8952380952380953,0.249208003282547,0.1596603989601135,0.3303090631961822,1.0,1.0,0.8518518518518519,0.2026877552270889,0.1218324825167656,0.3110126852989197,Decreased,Decreased,Increased,Increased,0
analcatdata_wildcat.csv,163,5,0.7538461538461538,0.7461538461538462,0.7307692307692307,0.5326564908027649,0.5199430584907532,0.5371564626693726,0.7575757575757576,0.7575757575757576,0.7575757575757576,0.5075929760932922,0.5035975575447083,0.5427262783050537,Decreased,Same,Increased,Increased,0
appendicitis.csv,106,7,0.9285714285714286,0.9285714285714286,0.8928571428571429,0.3732611536979675,0.3413354456424713,0.3418073356151581,0.7727272727272727,0.7272727272727273,0.7727272727272727,0.5008320212364197,0.5097770094871521,0.5016053915023804,Decreased,Increased,Increased,Decreased,0
ar1.csv,121,29,0.75,0.9270833333333334,0.9375,0.6788763999938965,0.2273979187011718,0.3172416388988495,0.8,0.92,0.88,0.670337438583374,0.2708142697811126,0.4026421010494232,Increased,Decreased,Increased,Increased,0
ar6.csv,101,29,0.925,0.925,0.9,0.3733665943145752,0.2975436449050903,0.2655286192893982,0.8095238095238095,0.8095238095238095,0.7142857142857143,0.4451592266559601,0.4142671823501587,9.941710472106934,Decreased,Decreased,Decreased,Increased,0
autoPrice.csv,159,15,0.9763779527559056,0.984251968503937,0.937007874015748,0.1312445998191833,0.0997263938188552,0.1722661256790161,0.84375,0.90625,0.9375,0.2886413931846618,0.285185307264328,0.1876697093248367,Decreased,Increased,Increased,Decreased,0
backache.csv,180,31,0.7916666666666666,0.8888888888888888,0.9097222222222222,0.6641566753387451,0.2877452373504638,0.3368003368377685,0.8055555555555556,0.8333333333333334,0.8333333333333334,0.6822041273117065,0.4504773914813995,0.4978381395339966,Increased,Same,Increased,Increased,0
blogger.csv,100,5,0.475,0.7125,0.7125,0.7168004512786865,0.6737455129623413,0.6732277274131775,0.25,0.3,0.45,0.7414917349815369,0.7489637732505798,0.7028335332870483,Same,Increased,Decreased,Decreased,0
bodyfat.csv,252,14,0.9950248756218906,0.9950248756218906,0.9850746268656716,0.0599887520074844,0.040732380002737,0.0895698815584182,0.9607843137254902,0.9607843137254902,0.9803921568627452,0.1294007152318954,0.1258076727390289,0.1071681305766105,Decreased,Increased,Increased,Decreased,0
breast-cancer-dropped-missing-attributes-values.csv,277,9,0.7647058823529411,0.7737556561085973,0.7058823529411765,0.5093687772750854,0.4992749392986297,0.552923858165741,0.7678571428571429,0.7857142857142857,0.7857142857142857,0.4857886731624603,0.4724218547344208,0.5139731168746948,Decreased,Same,Increased,Increased,0
breast_cancer.csv,286,9,0.7631578947368421,0.7675438596491229,0.7587719298245614,0.5328669548034668,0.5235955715179443,0.575558602809906,0.7758620689655172,0.7586206896551724,0.8103448275862069,0.5046310424804688,0.5022104978561401,0.4967908263206482,Decreased,Increased,Increased,Decreased,0
bupa.csv,345,5,0.5760869565217391,0.6268115942028986,0.6195652173913043,0.6728993058204651,0.653214693069458,0.6601424813270569,0.3623188405797101,0.4492753623188406,0.5362318840579711,0.70392245054245,0.6883897185325623,0.6632184982299805,Decreased,Increased,Increased,Decreased,0
chscase_census2.csv,400,7,0.55625,0.609375,0.5125,0.6935313940048218,0.6815301775932312,0.6919072866439819,0.425,0.45,0.5125,0.7163229584693909,0.7034156918525696,0.6918507814407349,Decreased,Increased,Increased,Decreased,0
chscase_census6.csv,400,6,0.584375,0.5875,0.6,0.6738695502281189,0.671818196773529,0.6749199628829956,0.6,0.5875,0.6,0.6752092242240906,0.673390805721283,0.6733042001724243,Increased,Increased,Increased,Decreased,0
