Dataset,Run,Training_Type,Method,CMC_Type,Misclassification_Count,Gurobi_Samples,Stage,Checkpoint,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Test_Loss,Test_Acc
CIFAR10,3,AWP,CMC,Correct,1,750,Model_init_50,./checkpoints_AWP/CIFAR10/Run3_full_checkpoint_50.pth,0.038116189607977864,99.37,0.14783368493318558,95.14,0.15230912712812425,94.85
CIFAR10,3,AWP,CMC,Correct,1,750,Model_init_CMC,./checkpoints_AWP/CIFAR10_CO/Correct_1_N750/Run3_full_checkpoint.pth,0.19846749079227446,94.6825,0.27795806698799136,91.14,0.290287672328949,90.66
CIFAR10,3,AWP,CMC,Correct,1,750,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_AWP/CIFAR10_CO/Correct_1_N750/Run3_full_checkpoint_Resume.pth,0.18026670331954955,95.2425,0.2698925639152527,91.28,0.27525299611091614,90.96
CIFAR10,1,AWP,CMC,Any,1,750,Model_init,./checkpoints_AWP/CIFAR10/Run1_full_checkpoint.pth,0.19098513033390044,94.88,0.2820724053621292,90.75,0.2867787323713303,90.89
CIFAR10,1,AWP,CMC,Any,1,750,Model_init_50,./checkpoints_AWP/CIFAR10/Run1_full_checkpoint_50.pth,0.03508898774385452,99.4275,0.14752806174904107,94.93,0.14921970052719116,95.07
CIFAR10,1,AWP,CMC,Any,1,750,Model_init_CMC,./checkpoints_AWP/CIFAR10_CO/Any_1_N750/Run1_full_checkpoint.pth,0.21352643287181855,94.105,0.3020866814136505,90.3,0.3198261172771454,89.59
CIFAR10,1,AWP,CMC,Any,1,750,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_AWP/CIFAR10_CO/Any_1_N750/Run1_full_checkpoint_Resume.pth,0.17134015440940856,95.48,0.26703804674148557,91.31,0.2643129554390907,91.72
CIFAR10,2,AWP,CMC,Any,1,750,Model_init,./checkpoints_AWP/CIFAR10/Run2_full_checkpoint.pth,0.20014071445465087,94.475,0.30570634088516235,90.04,0.2901288477897644,90.84
CIFAR10,2,AWP,CMC,Any,1,750,Model_init_50,./checkpoints_AWP/CIFAR10/Run2_full_checkpoint_50.pth,0.037578471609950065,99.39,0.16266993231773377,94.47,0.1540416416168213,94.96
CIFAR10,2,AWP,CMC,Any,1,750,Model_init_CMC,./checkpoints_AWP/CIFAR10_CO/Any_1_N750/Run2_full_checkpoint.pth,0.20299500613212584,94.2075,0.311837813949585,89.69,0.29549530494213105,90.58
CIFAR10,2,AWP,CMC,Any,1,750,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_AWP/CIFAR10_CO/Any_1_N750/Run2_full_checkpoint_Resume.pth,0.17771007661819457,95.2875,0.2883439775466919,90.4,0.2824647480010986,90.67
CIFAR10,3,AWP,CMC,Any,1,750,Model_init,./checkpoints_AWP/CIFAR10/Run3_full_checkpoint.pth,0.1972593949317932,94.6825,0.2736443142414093,91.13,0.2902419302940369,90.79
CIFAR10,3,AWP,CMC,Any,1,750,Model_init_50,./checkpoints_AWP/CIFAR10/Run3_full_checkpoint_50.pth,0.038326283723115924,99.39,0.14583622406721114,95.28,0.14937980823516847,94.9
CIFAR10,1,AWP,CMC,Correct,1,1000,Model_init,./checkpoints_AWP/CIFAR10/Run1_full_checkpoint.pth,0.19156135880947114,94.9975,0.27553961715698244,90.83,0.284371818113327,90.93
CIFAR10,1,AWP,CMC,Correct,1,1000,Model_init_50,./checkpoints_AWP/CIFAR10/Run1_full_checkpoint_50.pth,0.03467969394624233,99.465,0.14791461676210166,95.08,0.1495772667169571,94.88
CIFAR10,2,AWP,CMC,Correct,1,1000,Model_init,./checkpoints_AWP/CIFAR10/Run2_full_checkpoint.pth,0.2014568662405014,94.305,0.30722020626068114,90.07,0.2920406082034111,90.55
CIFAR10,2,AWP,CMC,Correct,1,1000,Model_init_50,./checkpoints_AWP/CIFAR10/Run2_full_checkpoint_50.pth,0.03824054425954819,99.3625,0.16556533184051514,94.65,0.15555308265686035,94.72
CIFAR10,3,AWP,CMC,Correct,1,1000,Model_init,./checkpoints_AWP/CIFAR10/Run3_full_checkpoint.pth,0.19563340191841125,94.6225,0.2745877521514893,91.39,0.28696942710876466,90.89
CIFAR10,3,AWP,CMC,Correct,1,1000,Model_init_50,./checkpoints_AWP/CIFAR10/Run3_full_checkpoint_50.pth,0.03800698176324367,99.3925,0.1460105224132538,95.38,0.15068810713291167,94.94
CIFAR10,1,AWP,CMC,Any,1,1000,Model_init,./checkpoints_AWP/CIFAR10/Run1_full_checkpoint.pth,0.191312779211998,94.8875,0.2798023054480553,90.75,0.2811937495470047,90.99
CIFAR10,1,AWP,CMC,Any,1,1000,Model_init_50,./checkpoints_AWP/CIFAR10/Run1_full_checkpoint_50.pth,0.03481890087723732,99.45,0.14653113585412503,95.06,0.15061472380161287,94.95
CIFAR10,2,AWP,CMC,Any,1,1000,Model_init,./checkpoints_AWP/CIFAR10/Run2_full_checkpoint.pth,0.19940764067173003,94.4275,0.3061588550567627,89.98,0.2953366317987442,90.72
CIFAR10,2,AWP,CMC,Any,1,1000,Model_init_50,./checkpoints_AWP/CIFAR10/Run2_full_checkpoint_50.pth,0.03789822163283825,99.3775,0.16727781167030334,94.35,0.15685320029258729,94.74
CIFAR10,3,AWP,CMC,Any,1,1000,Model_init,./checkpoints_AWP/CIFAR10/Run3_full_checkpoint.pth,0.19615360939502716,94.6325,0.2740144170284271,91.37,0.2862035844564438,90.93
CIFAR10,3,AWP,CMC,Any,1,1000,Model_init_50,./checkpoints_AWP/CIFAR10/Run3_full_checkpoint_50.pth,0.03794891131818295,99.385,0.14689793260097503,95.1,0.14961068135499955,94.9
CIFAR10,3,AWP,CMC,Any,1,1000,Model_init_CMC,./checkpoints_AWP/CIFAR10_CO/Any_1_N1000/Run3_full_checkpoint.pth,0.1950419946908951,94.785,0.27417025508880616,91.35,0.2865426074504852,90.79
CIFAR10,3,AWP,CMC,Any,1,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_AWP/CIFAR10_CO/Any_1_N1000/Run3_full_checkpoint_Resume.pth,0.180535645031929,95.1075,0.2771515477657318,91.22,0.2732243886709213,91.47
CIFAR10,3,AWP,CMC,Any,1,750,Model_init,./checkpoints_AWP/CIFAR10/Run3_full_checkpoint.pth,0.19586116335391998,94.6825,0.27490406761169434,91.48,0.28846970007419587,90.71
CIFAR10,3,AWP,CMC,Any,1,750,Model_init_50,./checkpoints_AWP/CIFAR10/Run3_full_checkpoint_50.pth,0.037920478382706645,99.4175,0.1463509794473648,95.17,0.15178345502614976,95.03
CIFAR10,3,AWP,CMC,Any,1,750,Model_init_CMC,./checkpoints_AWP/CIFAR10_CO/Any_1_N750/Run3_full_checkpoint.pth,0.20372696805000307,94.2375,0.28580491461753843,91.04,0.2968740978002548,90.27
CIFAR10,3,AWP,CMC,Any,1,750,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_AWP/CIFAR10_CO/Any_1_N750/Run3_full_checkpoint_Resume.pth,0.19755766649246215,94.4875,0.282949964094162,91.01,0.2907540168762207,90.78
CIFAR10,1,AWP,CMC,Correct,1,1000,Model_init,./checkpoints_AWP/CIFAR10/Run1_full_checkpoint.pth,0.19195239543914794,94.8175,0.28232579696178434,90.81,0.2866651383161545,90.66
CIFAR10,1,AWP,CMC,Correct,1,1000,Model_init_50,./checkpoints_AWP/CIFAR10/Run1_full_checkpoint_50.pth,0.035083694618940356,99.42,0.1488029952555895,94.94,0.1499608557701111,94.89
CIFAR10,1,AWP,CMC,Correct,1,1000,Model_init_CMC,./checkpoints_AWP/CIFAR10_CO/Correct_1_N1000/Run1_full_checkpoint.pth,0.20989409613609314,94.43,0.3010884991884232,90.74,0.30167729098796847,90.63
CIFAR10,1,AWP,CMC,Correct,1,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_AWP/CIFAR10_CO/Correct_1_N1000/Run1_full_checkpoint_Resume.pth,0.18451370527744293,94.76,0.28498482484817506,90.45,0.27900813326835633,91.11
CIFAR10,2,AWP,CMC,Correct,1,1000,Model_init,./checkpoints_AWP/CIFAR10/Run2_full_checkpoint.pth,0.19939902696609496,94.47,0.3067413724899292,89.9,0.2928065544843674,90.71
CIFAR10,2,AWP,CMC,Correct,1,1000,Model_init_50,./checkpoints_AWP/CIFAR10/Run2_full_checkpoint_50.pth,0.03808800067454576,99.345,0.1652819326877594,94.5,0.1583925359249115,94.68
CIFAR10,2,AWP,CMC,Correct,1,1000,Model_init_CMC,./checkpoints_AWP/CIFAR10_CO/Correct_1_N1000/Run2_full_checkpoint.pth,0.20151962449550628,94.3625,0.3070954395294189,89.99,0.2951085497736931,90.47
CIFAR10,2,AWP,CMC,Correct,1,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_AWP/CIFAR10_CO/Correct_1_N1000/Run2_full_checkpoint_Resume.pth,0.04735864555239677,99.2125,0.17155312900543213,94.37,0.16102169897556304,94.76
CIFAR10,1,AWP,CMC,Any,1,1000,Model_init,./checkpoints_AWP/CIFAR10/Run1_full_checkpoint.pth,0.19119565026760102,94.935,0.27942048313617707,91.0,0.2879741774082184,90.65
CIFAR10,1,AWP,CMC,Any,1,1000,Model_init_50,./checkpoints_AWP/CIFAR10/Run1_full_checkpoint_50.pth,0.035010554668307305,99.4325,0.14947794038951398,95.09,0.15195065751075745,94.92
CIFAR10,1,AWP,CMC,Any,1,1000,Model_init_CMC,./checkpoints_AWP/CIFAR10_CO/Any_1_N1000/Run1_full_checkpoint.pth,0.19231320152282716,94.8275,0.27894964544773104,90.94,0.28746829504966737,90.68
CIFAR10,1,AWP,CMC,Any,1,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_AWP/CIFAR10_CO/Any_1_N1000/Run1_full_checkpoint_Resume.pth,0.19240357937812805,94.95,0.28952918736934663,90.74,0.2896964441776276,90.76
CIFAR10,2,AWP,CMC,Any,1,1000,Model_init,./checkpoints_AWP/CIFAR10/Run2_full_checkpoint.pth,0.20098828656673431,94.365,0.30446601181030275,89.9,0.29216367267370225,90.7
CIFAR10,2,AWP,CMC,Any,1,1000,Model_init_50,./checkpoints_AWP/CIFAR10/Run2_full_checkpoint_50.pth,0.03821888784170151,99.3225,0.16943119950294494,94.27,0.1564854218482971,94.76
CIFAR10,2,AWP,CMC,Any,1,1000,Model_init_CMC,./checkpoints_AWP/CIFAR10_CO/Any_1_N1000/Run2_full_checkpoint.pth,0.2012142618894577,94.3525,0.3050797456741333,90.08,0.296458137178421,90.71
CIFAR10,2,AWP,CMC,Any,1,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_AWP/CIFAR10_CO/Any_1_N1000/Run2_full_checkpoint_Resume.pth,0.1873042361021042,94.9825,0.2981210697174072,90.27,0.2891294015407562,90.84
CIFAR10,3,AWP,CMC,Any,1,1000,Model_init,./checkpoints_AWP/CIFAR10/Run3_full_checkpoint.pth,0.19652068009376525,94.7625,0.2778800633430481,91.45,0.2871577603340149,90.68
CIFAR10,3,AWP,CMC,Any,1,1000,Model_init_50,./checkpoints_AWP/CIFAR10/Run3_full_checkpoint_50.pth,0.038354903963208196,99.375,0.1464797337293625,95.24,0.15133817160129548,94.99
CIFAR10,3,AWP,CMC,Any,1,1000,Model_init_CMC,./checkpoints_AWP/CIFAR10_CO/Any_1_N1000/Run3_full_checkpoint.pth,0.19609876611232757,94.755,0.28059316749572755,91.26,0.28702755911350253,90.8
CIFAR10,3,AWP,CMC,Any,1,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_AWP/CIFAR10_CO/Any_1_N1000/Run3_full_checkpoint_Resume.pth,0.1818383435487747,94.9875,0.2745296241283417,91.01,0.27401464710235596,91.23
CIFAR10,1,AWP,CMC,Correct,10,1000,Model_init,./checkpoints_AWP/CIFAR10/Run1_full_checkpoint.pth,0.19120150439739228,94.91,0.28102354412078856,91.18,0.2853630265235901,90.87
CIFAR10,1,AWP,CMC,Correct,10,1000,Model_init_50,./checkpoints_AWP/CIFAR10/Run1_full_checkpoint_50.pth,0.0346182603597641,99.4525,0.1480866394981742,94.95,0.15082537615299224,95.0
CIFAR10,2,AWP,CMC,Correct,10,1000,Model_init,./checkpoints_AWP/CIFAR10/Run2_full_checkpoint.pth,0.20068711762428285,94.32,0.3095120858192444,89.98,0.29476252790689467,90.53
CIFAR10,2,AWP,CMC,Correct,10,1000,Model_init_50,./checkpoints_AWP/CIFAR10/Run2_full_checkpoint_50.pth,0.03805324078500271,99.3575,0.16375470461845398,94.54,0.15425058116912843,94.64
CIFAR10,3,AWP,CMC,Correct,10,1000,Model_init,./checkpoints_AWP/CIFAR10/Run3_full_checkpoint.pth,0.19786574168205262,94.55,0.27244534945487975,91.48,0.2896409799814224,90.64
CIFAR10,3,AWP,CMC,Correct,10,1000,Model_init_50,./checkpoints_AWP/CIFAR10/Run3_full_checkpoint_50.pth,0.038464645645022395,99.3875,0.1462553050994873,95.1,0.15217519686222075,94.9
CIFAR10,3,AWP,CMC,Correct,10,1000,Model_init_CMC,./checkpoints_AWP/CIFAR10_CO/Correct_10_N1000/Run3_full_checkpoint.pth,0.2482217137336731,93.5525,0.3291084493160248,90.08,0.33986607480049136,89.49
CIFAR10,3,AWP,CMC,Correct,10,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_AWP/CIFAR10_CO/Correct_10_N1000/Run3_full_checkpoint_Resume.pth,0.02924710457324982,99.6225,0.14457011238336562,95.18,0.1510745646238327,94.97
CIFAR10,3,AWP,CMC,Correct,1,1000,Model_init,./checkpoints_AWP/CIFAR10/Run3_full_checkpoint.pth,0.1954111937046051,94.8075,0.2782106200695038,91.13,0.2890844307899475,90.78
CIFAR10,3,AWP,CMC,Correct,1,1000,Model_init_50,./checkpoints_AWP/CIFAR10/Run3_full_checkpoint_50.pth,0.03788148044943809,99.3625,0.14634251503944398,95.19,0.15266316599845886,94.91
CIFAR10,3,AWP,CMC,Correct,1,1000,Model_init_CMC,./checkpoints_AWP/CIFAR10_CO/Correct_1_N1000/Run3_full_checkpoint.pth,0.20125496621131897,94.455,0.2828607611656189,91.23,0.29642811951637266,90.59
CIFAR10,3,AWP,CMC,Correct,1,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_AWP/CIFAR10_CO/Correct_1_N1000/Run3_full_checkpoint_Resume.pth,0.1893703818798065,94.8325,0.272738337469101,91.27,0.2781933431148529,91.37
CIFAR10,1,AWP,CMC,Correct,10,1000,Model_init,./checkpoints_AWP/CIFAR10/Run1_full_checkpoint.pth,0.19228772859573365,94.9325,0.2832161481618881,91.03,0.2870415476083755,90.75
CIFAR10,1,AWP,CMC,Correct,10,1000,Model_init_50,./checkpoints_AWP/CIFAR10/Run1_full_checkpoint_50.pth,0.03461342372596264,99.4525,0.1487138819143176,94.84,0.1506070251226425,94.99
CIFAR10,2,AWP,CMC,Correct,10,1000,Model_init,./checkpoints_AWP/CIFAR10/Run2_full_checkpoint.pth,0.19814188008308412,94.535,0.30547764644622805,90.19,0.2954642369866371,90.64
CIFAR10,2,AWP,CMC,Correct,10,1000,Model_init_50,./checkpoints_AWP/CIFAR10/Run2_full_checkpoint_50.pth,0.03775217443704605,99.365,0.16497580556869507,94.27,0.1569480094909668,94.75
office31,1,AWP,CMC,Correct,1,1000,Model_init,./checkpoints_AWP/office31/Run1_full_checkpoint.pth,0.06665640079875539,99.00166389351081,0.8646092303759522,77.33333333333333,0.8666930310891322,78.86323268206039
office31,1,AWP,CMC,Correct,1,1000,Model_init_50,./checkpoints_AWP/office31/Run1_full_checkpoint_50.pth,0.01886848479924394,99.38990571270105,0.8879773529339582,77.77777777777777,0.8599422306192916,78.86323268206039
office31,1,AWP,CMC,Correct,1,1000,Model_init_CMC,./checkpoints_AWP/office31_CO/Correct_1_N1000/Run1_full_checkpoint.pth,0.0843154685370339,98.83527454242929,0.9064439298667841,77.11111111111111,0.8943799016318991,77.797513321492
office31,1,AWP,CMC,Correct,1,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_AWP/office31_CO/Correct_1_N1000/Run1_full_checkpoint_Resume.pth,0.019976670104357882,99.44536882972822,0.8434760832724472,78.0,0.8506789503893675,78.86323268206039
office31,2,AWP,CMC,Correct,1,1000,Model_init,./checkpoints_AWP/office31/Run2_full_checkpoint.pth,0.1897737427428158,97.06045479755963,0.9451805800861782,74.0,0.921670269055646,76.02131438721136
office31,2,AWP,CMC,Correct,1,1000,Model_init_50,./checkpoints_AWP/office31/Run2_full_checkpoint_50.pth,0.0208358478590875,99.55629506378258,0.9449000194337633,77.33333333333333,0.8959795383746416,78.86323268206039
office31,2,AWP,CMC,Correct,1,1000,Model_init,./checkpoints_AWP/office31/Run2_full_checkpoint.pth,0.18977366421729144,97.06045479755963,0.9451805800861782,74.0,0.921670269055646,76.02131438721136
office31,2,AWP,CMC,Correct,1,1000,Model_init_50,./checkpoints_AWP/office31/Run2_full_checkpoint_50.pth,0.020835857573923505,99.55629506378258,0.9449000194337633,77.33333333333333,0.8959795383746416,78.86323268206039
office31,3,AWP,CMC,Correct,1,1000,Model_init,./checkpoints_AWP/office31/Run3_full_checkpoint.pth,0.014692677567082525,99.55629506378258,0.9437932321760389,75.77777777777777,0.8026241684468135,79.57371225577265
office31,3,AWP,CMC,Correct,1,1000,Model_init_50,./checkpoints_AWP/office31/Run3_full_checkpoint_50.pth,0.008553577815835932,99.77814753189129,1.0018229293823242,75.33333333333333,0.7954823025378198,79.04085257548846
office31,3,AWP,CMC,Correct,1,1000,Model_init_CMC,./checkpoints_AWP/office31_CO/Correct_1_N1000/Run3_full_checkpoint.pth,0.02499113509021348,99.44536882972822,0.9751554213629828,75.55555555555556,0.8378243804189706,78.86323268206039
office31,3,AWP,CMC,Correct,1,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_AWP/office31_CO/Correct_1_N1000/Run3_full_checkpoint_Resume.pth,0.01449940626998135,99.72268441486412,0.9486305385165744,76.22222222222223,0.8222641107455875,78.86323268206039
office31,1,AWP,CMC,Any,1,1000,Model_init,./checkpoints_AWP/office31/Run1_full_checkpoint.pth,0.06665628201354562,99.00166389351081,0.8646092303759522,77.33333333333333,0.8666930310891322,78.86323268206039
office31,1,AWP,CMC,Any,1,1000,Model_init_50,./checkpoints_AWP/office31/Run1_full_checkpoint_50.pth,0.01886854157950967,99.38990571270105,0.8879773529339582,77.77777777777777,0.8599422306192916,78.86323268206039
office31,2,AWP,CMC,Any,1,1000,Model_init,./checkpoints_AWP/office31/Run2_full_checkpoint.pth,0.18977374059917262,97.06045479755963,0.9451805800861782,74.0,0.921670269055646,76.02131438721136
office31,2,AWP,CMC,Any,1,1000,Model_init_50,./checkpoints_AWP/office31/Run2_full_checkpoint_50.pth,0.020835845602709333,99.55629506378258,0.9449000194337633,77.33333333333333,0.8959795383746416,78.86323268206039
office31,3,AWP,CMC,Any,1,1000,Model_init,./checkpoints_AWP/office31/Run3_full_checkpoint.pth,0.014692680823450875,99.55629506378258,0.9437932321760389,75.77777777777777,0.8026241684468135,79.57371225577265
office31,3,AWP,CMC,Any,1,1000,Model_init_50,./checkpoints_AWP/office31/Run3_full_checkpoint_50.pth,0.008553565436619304,99.77814753189129,1.0018229293823242,75.33333333333333,0.7954823025378198,79.04085257548846
office31,1,AWP,CMC,Correct,10,1000,Model_init,./checkpoints_AWP/office31/Run1_full_checkpoint.pth,0.06665633300642669,99.00166389351081,0.8646092303759522,77.33333333333333,0.8666930310891322,78.86323268206039
office31,1,AWP,CMC,Correct,10,1000,Model_init_50,./checkpoints_AWP/office31/Run1_full_checkpoint_50.pth,0.01886847701504273,99.38990571270105,0.8879773529339582,77.77777777777777,0.8599422306192916,78.86323268206039
office31,2,AWP,CMC,Correct,1,1000,Model_init,./checkpoints_AWP/office31/Run2_full_checkpoint.pth,0.18977363343974055,97.06045479755963,0.9451805800861782,74.0,0.921670269055646,76.02131438721136
office31,2,AWP,CMC,Correct,1,1000,Model_init_50,./checkpoints_AWP/office31/Run2_full_checkpoint_50.pth,0.02083584840636219,99.55629506378258,0.9449000194337633,77.33333333333333,0.8959795383746416,78.86323268206039
office31,1,AWP,CMC,Any,1,1000,Model_init,./checkpoints_AWP/office31/Run1_full_checkpoint.pth,0.06665627664978875,99.00166389351081,0.8646092303759522,77.33333333333333,0.8666930310891322,78.86323268206039
office31,1,AWP,CMC,Any,1,1000,Model_init_50,./checkpoints_AWP/office31/Run1_full_checkpoint_50.pth,0.018868484357488793,99.38990571270105,0.8879773529339582,77.77777777777777,0.8599422306192916,78.86323268206039
office31,2,AWP,CMC,Any,1,1000,Model_init,./checkpoints_AWP/office31/Run2_full_checkpoint.pth,0.1897736149682512,97.06045479755963,0.9451805800861782,74.0,0.921670269055646,76.02131438721136
office31,2,AWP,CMC,Any,1,1000,Model_init_50,./checkpoints_AWP/office31/Run2_full_checkpoint_50.pth,0.02083585876919829,99.55629506378258,0.9449000194337633,77.33333333333333,0.8959795383746416,78.86323268206039
office31,2,AWP,CMC,Any,1,1000,Model_init_CMC,./checkpoints_AWP/office31_CO/Any_1_N1000/Run2_full_checkpoint.pth,0.1900163012258688,97.00499168053244,0.9457968321111467,74.0,0.9215068172392159,76.02131438721136
office31,2,AWP,CMC,Any,1,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_AWP/office31_CO/Any_1_N1000/Run2_full_checkpoint_Resume.pth,0.04792534752324827,99.33444259567388,0.9243129232194689,74.88888888888889,0.8946059392781707,79.04085257548846
office31,3,AWP,CMC,Any,1,1000,Model_init,./checkpoints_AWP/office31/Run3_full_checkpoint.pth,0.014692680724145956,99.55629506378258,0.9437932321760389,75.77777777777777,0.8026241684468135,79.57371225577265
office31,3,AWP,CMC,Any,1,1000,Model_init_50,./checkpoints_AWP/office31/Run3_full_checkpoint_50.pth,0.008553564723405968,99.77814753189129,1.0018229293823242,75.33333333333333,0.7954823025378198,79.04085257548846
office31,3,AWP,CMC,Any,1,1000,Model_init_CMC,./checkpoints_AWP/office31_CO/Any_1_N1000/Run3_full_checkpoint.pth,0.014856388724405945,99.50083194675541,0.9432263024648031,75.77777777777777,0.8026855517026587,79.7513321492007
office31,3,AWP,CMC,Any,1,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_AWP/office31_CO/Any_1_N1000/Run3_full_checkpoint_Resume.pth,0.010890715779476819,99.50083194675541,0.9462407302856445,75.33333333333333,0.8089046532265035,79.21847246891652
office31,1,AWP,CMC,Correct,10,1000,Model_init,./checkpoints_AWP/office31/Run1_full_checkpoint.pth,0.06665641328818886,99.00166389351081,0.8646092303759522,77.33333333333333,0.8666930310891322,78.86323268206039
office31,1,AWP,CMC,Correct,10,1000,Model_init_50,./checkpoints_AWP/office31/Run1_full_checkpoint_50.pth,0.01886848234290002,99.38990571270105,0.8879773529339582,77.77777777777777,0.8599422306192916,78.86323268206039
office31,2,AWP,CMC,Correct,10,1000,Model_init,./checkpoints_AWP/office31/Run2_full_checkpoint.pth,0.18977377438505558,97.06045479755963,0.9451805800861782,74.0,0.921670269055646,76.02131438721136
office31,2,AWP,CMC,Correct,10,1000,Model_init_50,./checkpoints_AWP/office31/Run2_full_checkpoint_50.pth,0.020835841650012066,99.55629506378258,0.9449000194337633,77.33333333333333,0.8959795383746416,78.86323268206039
office31,3,AWP,CMC,Correct,10,1000,Model_init,./checkpoints_AWP/office31/Run3_full_checkpoint.pth,0.01469267563005554,99.55629506378258,0.9437932321760389,75.77777777777777,0.8026241684468135,79.57371225577265
office31,3,AWP,CMC,Correct,10,1000,Model_init_50,./checkpoints_AWP/office31/Run3_full_checkpoint_50.pth,0.008553564879013802,99.77814753189129,1.0018229293823242,75.33333333333333,0.7954823025378198,79.04085257548846
office31,1,AWP,CMC,Any,10,1000,Model_init,./checkpoints_AWP/office31/Run1_full_checkpoint.pth,0.06665640921061791,99.00166389351081,0.8646092303759522,77.33333333333333,0.8666930310891322,78.86323268206039
office31,1,AWP,CMC,Any,10,1000,Model_init_50,./checkpoints_AWP/office31/Run1_full_checkpoint_50.pth,0.018868482046760875,99.38990571270105,0.8879773529339582,77.77777777777777,0.8599422306192916,78.86323268206039
office31,1,AWP,CMC,Any,10,1000,Model_init_CMC,./checkpoints_AWP/office31_CO/Any_10_N1000/Run1_full_checkpoint.pth,0.08893776639130667,98.22518025513034,0.8932240564852125,75.11111111111111,0.8955584218192905,77.44227353463587
office31,1,AWP,CMC,Any,10,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_AWP/office31_CO/Any_10_N1000/Run1_full_checkpoint_Resume.pth,0.04991649578858004,99.2789794786467,0.8761249690254529,78.22222222222223,0.8608251217203496,76.55417406749557
office31,2,AWP,CMC,Any,10,1000,Model_init,./checkpoints_AWP/office31/Run2_full_checkpoint.pth,0.18977379000524117,97.06045479755963,0.9451805800861782,74.0,0.921670269055646,76.02131438721136
office31,2,AWP,CMC,Any,10,1000,Model_init_50,./checkpoints_AWP/office31/Run2_full_checkpoint_50.pth,0.02083585762764372,99.55629506378258,0.9449000194337633,77.33333333333333,0.8959795383746416,78.86323268206039
office31,2,AWP,CMC,Any,10,1000,Model_init_CMC,./checkpoints_AWP/office31_CO/Any_10_N1000/Run2_full_checkpoint.pth,0.21877056686698365,96.06211869107044,0.9545033660199908,73.77777777777777,0.9415872625305216,76.02131438721136
office31,2,AWP,CMC,Any,10,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_AWP/office31_CO/Any_10_N1000/Run2_full_checkpoint_Resume.pth,0.028260679093634538,99.44536882972822,0.9271318316459656,75.11111111111111,0.8777551025311011,78.50799289520427
office31,3,AWP,CMC,Any,10,1000,Model_init,./checkpoints_AWP/office31/Run3_full_checkpoint.pth,0.014692644190396524,99.55629506378258,0.9437932321760389,75.77777777777777,0.8026241684468135,79.57371225577265
office31,3,AWP,CMC,Any,10,1000,Model_init_50,./checkpoints_AWP/office31/Run3_full_checkpoint_50.pth,0.00855356596626705,99.77814753189129,1.0018229293823242,75.33333333333333,0.7954823025378198,79.04085257548846
office31,3,AWP,CMC,Any,10,1000,Model_init_CMC,./checkpoints_AWP/office31_CO/Any_10_N1000/Run3_full_checkpoint.pth,0.04297085595252617,99.00166389351081,0.9588053756290011,74.88888888888889,0.8298075237240292,79.04085257548846
office31,3,AWP,CMC,Any,10,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_AWP/office31_CO/Any_10_N1000/Run3_full_checkpoint_Resume.pth,0.009169039600992373,99.66722129783693,0.9356920454237196,77.11111111111111,0.8227129174168114,80.2841918294849
office31,1,AWP,CMC,Any,1,1000,Model_init,./checkpoints_AWP/office31/Run1_full_checkpoint.pth,0.06665641097150458,99.00166389351081,0.8646092303759522,77.33333333333333,0.8666930310891322,78.86323268206039
office31,1,AWP,CMC,Any,1,1000,Model_init_50,./checkpoints_AWP/office31/Run1_full_checkpoint_50.pth,0.018868442106200665,99.38990571270105,0.8879773529339582,77.77777777777777,0.8599422306192916,78.86323268206039
office31,1,AWP,CMC,Any,1,1000,Model_init_CMC,./checkpoints_AWP/office31_CO/Any_1_N1000/Run1_full_checkpoint.pth,0.06743360507310768,99.11259012756517,0.8655598084297446,77.33333333333333,0.867540959566567,79.04085257548846
office31,1,AWP,CMC,Any,1,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_AWP/office31_CO/Any_1_N1000/Run1_full_checkpoint_Resume.pth,0.015466062473512864,99.38990571270105,0.8372378697743018,79.33333333333333,0.8490756409206357,78.68561278863233
