Dataset,Row,Col,Val_Size,Type,Tr_Acc,Val_Acc,Tr_loss,Val_loss
AP_Colon_Omentum.csv,363,10935,0.2,TrainA,1.0,0.863013698630137,0.13410159945487976,0.3437286913394928
AP_Colon_Omentum.csv,363,10935,0.2,TrainB,1.0,0.8767123287671232,0.061509955674409866,0.33884602785110474
AP_Colon_Prostate.csv,355,10935,0.2,TrainA,1.0,0.971830985915493,0.020984401926398277,0.1278059184551239
AP_Colon_Prostate.csv,355,10935,0.2,TrainB,1.0,0.971830985915493,0.00989952776581049,0.13934415578842163
AP_Endometrium_Colon.csv,347,10935,0.2,TrainA,1.0,0.9285714285714286,0.041505273431539536,0.19722799956798553
AP_Endometrium_Colon.csv,347,10935,0.2,TrainB,1.0,0.9285714285714286,0.01382741890847683,0.22176796197891235
AP_Endometrium_Kidney.csv,321,10935,0.2,TrainA,1.0,0.9846153846153847,0.026805534958839417,0.05433689430356026
AP_Endometrium_Kidney.csv,321,10935,0.2,TrainB,1.0,0.9846153846153847,0.015155714936554432,0.03775409609079361
AP_Endometrium_Lung.csv,187,10935,0.2,TrainA,0.9060402684563759,0.7631578947368421,0.4859241247177124,0.5419325828552246
AP_Endometrium_Lung.csv,187,10935,0.2,TrainB,1.0,0.9473684210526315,0.06309963762760162,0.19468283653259277
AP_Endometrium_Omentum.csv,138,10935,0.2,TrainA,1.0,0.9285714285714286,0.0806368812918663,0.1740080565214157
AP_Endometrium_Omentum.csv,138,10935,0.2,TrainB,1.0,0.9285714285714286,0.045649945735931396,0.15615741908550262
AP_Endometrium_Ovary.csv,259,10935,0.2,TrainA,0.9323671497584541,0.75,0.4491426646709442,0.5463908314704895
AP_Endometrium_Ovary.csv,259,10935,0.2,TrainB,1.0,0.8846153846153846,0.03286460414528847,0.19244036078453064
AP_Endometrium_Prostate.csv,130,10935,0.2,TrainA,1.0,1.0,0.056514594703912735,0.07240573316812515
AP_Endometrium_Prostate.csv,130,10935,0.2,TrainB,1.0,1.0,0.015878193080425262,0.02200758084654808
