Dataset,Row,Col,Type,Tr_Acc,Val_Acc,Tr_loss,Val_loss
AP_Breast_Colon.csv,630,10935,TrainA,0.9929453262786596,0.9523809523809523,0.01986175961792469,0.5378823280334473
AP_Breast_Kidney.csv,604,10935,TrainA,0.994475138121547,0.9508196721311475,0.0550406351685524,0.10875818878412247
AP_Breast_Lung.csv,470,10935,TrainA,0.9976359338061466,0.9574468085106383,0.021521924063563347,0.14259614050388336
AP_Breast_Omentum.csv,421,10935,TrainA,0.8227513227513228,0.7674418604651163,0.13594305515289307,0.2417871057987213
AP_Breast_Ovary.csv,542,10935,TrainA,0.997946611909651,1.0,0.009429105557501316,0.0003938770678360015
AP_Breast_Prostate.csv,413,10935,TrainA,1.0,0.9523809523809523,0.03066455014050007,0.18399137258529663
AP_Breast_Uterus.csv,468,10935,TrainA,0.9809976247030879,0.9148936170212766,0.18014894425868988,0.6989301443099976
AP_Colon_Kidney.csv,546,10935,TrainA,0.9918533604887984,0.9454545454545454,0.01662924885749817,0.11378271132707596
AP_Colon_Lung.csv,412,10935,TrainA,0.9540540540540541,0.9761904761904762,0.22549574077129364,0.3666972219944
AP_Colon_Omentum.csv,363,10935,TrainA,0.9969325153374233,0.8648648648648649,0.03142664209008217,0.31178614497184753
AP_Colon_Ovary.csv,484,10935,TrainA,0.967816091954023,0.9591836734693877,0.04098522290587425,0.16082045435905457
AP_Colon_Prostate.csv,355,10935,TrainA,0.9968652037617555,0.9722222222222222,0.10681966692209244,0.25328001379966736
AP_Colon_Uterus.csv,410,10935,TrainA,0.986449864498645,0.975609756097561,0.3712071478366852,0.7091425657272339
AP_Endometrium_Breast.csv,405,10935,TrainA,0.978021978021978,0.975609756097561,0.022733470425009727,0.03483934700489044
AP_Endometrium_Colon.csv,347,10935,TrainA,0.9615384615384616,0.9142857142857143,0.04325781762599945,0.12351156026124954
AP_Endometrium_Kidney.csv,321,10935,TrainA,1.0,1.0,0.010298829525709152,0.011283723637461662
AP_Endometrium_Lung.csv,187,10935,TrainA,1.0,0.7894736842105263,0.06626810878515244,0.3663550615310669
AP_Endometrium_Omentum.csv,138,10935,TrainA,1.0,0.8571428571428571,0.10358553379774094,0.39378857612609863
AP_Endometrium_Ovary.csv,259,10935,TrainA,1.0,0.8846153846153846,0.32486072182655334,0.7052533626556396
AP_Endometrium_Prostate.csv,130,10935,TrainA,1.0,1.0,3.7066201912239194e-05,8.00016860011965e-05
AP_Endometrium_Uterus.csv,185,10935,TrainA,0.8734939759036144,0.5263157894736842,0.2603670656681061,0.8873609304428101
AP_Lung_Kidney.csv,386,10935,TrainA,0.9769452449567724,1.0,0.01685131900012493,0.00013317124103195965
AP_Lung_Uterus.csv,250,10935,TrainA,0.96,0.96,0.30445730686187744,0.7140969634056091
AP_Omentum_Kidney.csv,337,10935,TrainA,0.976897689768977,0.9117647058823529,0.028320664539933205,0.18920594453811646
AP_Omentum_Lung.csv,203,10935,TrainA,0.9725274725274725,0.9523809523809523,0.3381948173046112,0.47907519340515137
AP_Omentum_Ovary.csv,275,10935,TrainA,0.7044534412955465,0.8571428571428571,0.2720887362957001,0.5479103326797485
AP_Omentum_Prostate.csv,146,10935,TrainA,1.0,0.9333333333333333,0.06623563915491104,0.31258487701416016
AP_Omentum_Uterus.csv,201,10935,TrainA,0.9888888888888889,0.8571428571428571,0.2109403759241104,0.3175888657569885
AP_Ovary_Kidney.csv,458,10935,TrainA,0.9975728155339806,0.9347826086956522,0.05192972719669342,0.20489972829818726
AP_Ovary_Lung.csv,324,10935,TrainA,0.9862542955326461,0.8787878787878788,0.05854969099164009,0.4281747341156006
AP_Ovary_Uterus.csv,322,10935,TrainA,0.3771626297577855,0.45454545454545453,0.5538574457168579,0.7919816970825195
AP_Prostate_Kidney.csv,329,10935,TrainA,1.0,1.0,0.01621817983686924,0.0362003855407238
AP_Prostate_Lung.csv,195,10935,TrainA,0.9942857142857143,1.0,0.01312975212931633,7.395625516437576e-07
AP_Prostate_Ovary.csv,267,10935,TrainA,1.0,0.9629629629629629,0.17153926193714142,0.27947062253952026
AP_Prostate_Uterus.csv,193,10935,TrainA,1.0,1.0,0.0010494508314877748,2.9136140256014187e-07
AP_Uterus_Kidney.csv,384,10935,TrainA,1.0,0.8974358974358975,0.13992606103420258,0.223921999335289
anthracyclineTaxaneChemotherapy.csv,159,61359,TrainA,0.7342657342657343,0.5,0.3443995416164398,0.8901612758636475
arcene.csv,200,10000,TrainA,0.8555555555555555,0.75,0.1877019852399826,0.7177026867866516
fri_c4_1000_100.csv,1000,100,TrainA,0.7811111111111111,0.63,0.48815131187438965,0.6671921014785767
Australian.csv,690,14,TrainA,0.8872785829307569,0.8695652173913043,0.28941062092781067,0.39025256037712097
CastMetal1.csv,327,37,TrainA,0.8707482993197279,0.8787878787878788,0.28250280022621155,0.24353396892547607
CostaMadre1.csv,296,37,TrainA,0.868421052631579,0.9,0.3236384987831116,0.25958332419395447
KnuggetChase3.csv,194,39,TrainA,0.8160919540229885,0.6,0.4519844949245453,0.6831995248794556
KungChi3.csv,123,39,TrainA,0.9272727272727272,0.8461538461538461,0.2346799671649933,0.2896971106529236
MeanWhile1.csv,253,37,TrainA,0.8942731277533039,0.8846153846153846,0.26413077116012573,0.31039923429489136
MegaWatt1.csv,253,37,TrainA,0.8942731277533039,0.8846153846153846,0.2735292613506317,0.2970471978187561
MindCave2.csv,125,39,TrainA,0.7589285714285714,0.8461538461538461,0.4913299083709717,0.4736175835132599
PieChart1.csv,705,37,TrainA,0.9132492113564669,0.9154929577464789,0.15031948685646057,0.1536058783531189
PieChart2.csv,745,36,TrainA,0.9791044776119403,0.9733333333333334,0.07615911215543747,0.1554081290960312
PizzaCutter1.csv,661,37,TrainA,0.9191919191919192,0.9402985074626866,0.20398885011672974,0.16864347457885742
SPECT.csv,267,22,TrainA,0.7916666666666666,0.8148148148148148,0.3255683481693268,0.39645102620124817
SPECTF.csv,349,44,TrainA,0.9554140127388535,0.9142857142857143,0.16342371702194214,0.18360500037670135
acute-inflammations.csv,120,6,TrainA,1.0,1.0,0.0005818576901219785,0.0010094245662912726
analcatdata_apnea1.csv,475,3,TrainA,0.8688524590163934,0.8958333333333334,0.3795221447944641,0.34354937076568604
analcatdata_apnea2.csv,475,3,TrainA,0.8665105386416861,0.8541666666666666,0.3755123019218445,0.4008343517780304
analcatdata_apnea3.csv,450,3,TrainA,0.8814814814814815,0.8444444444444444,0.3624245822429657,0.43342125415802
analcatdata_authorship.csv,841,70,TrainA,1.0,1.0,0.0014354693703353405,0.00043278394150547683
